annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2020-2021,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,12781,1576,705,3.8467769649,11969,1.2222145171,10802,956,620,3.1933543171,9994,1.2705333756,1979,58,0,7.413361827,1975,0.9777088608,620,85
2020-2021,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,3675,326,216,2.5116254724,3420,0.6770596166,3652,317,214,2.4475595564,3397,0.6767827822,23,3,0,12.684178744,23,0.7179468599,9,2
2020-2021,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,9307,1293,543,4.2678147273,8381,2.0361804147,8225,969,442,3.6542482945,7304,2.1009680008,1082,25,0,8.9319403368,1077,1.5968038791,324,101
2020-2021,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,14205,1467,696,4.1684765145,12509,0.8007926293,10232,528,556,1.9208227185,8542,0.915365254,3973,357,52,9.9570477809,3967,0.5540874716,939,140
2020-2021,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,19672,2496,1302,5.5436675082,15867,2.5764305547,15419,1197,853,4.3213739182,11635,2.9171322876,4253,284,8,9.975020639,4232,1.6397423073,1299,449
2020-2021,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,22444,2416,1842,6.9457443836,18669,3.0643865945,17683,1241,1304,4.9864569549,13924,3.5356836517,4761,830,117,14.222803741,4745,1.6813854935,1175,538
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,3539,8,231,6.1631307494,3082,1.4595718869,3403,8,221,6.1888714206,2946,1.474199951,136,1,0,5.5190461601,136,1.1427022059,0,10
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,7785,1060,333,2.7246172483,6316,1.264885476,6619,741,266,2.0623199627,5315,1.3401110066,1166,40,4,6.4842619592,1001,0.8654612055,319,67
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2640,375,117,3.2914303451,2589,1.1365510064,2237,247,105,3.0847797149,2190,1.1654540842,403,2,0,4.4385208161,399,0.9779100529,128,12
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,9104,680,324,2.3964641916,3457,1.6634708161,6856,454,154,1.7616906927,1899,1.82351296,2248,1,1,4.3324104142,1558,1.4684001926,226,170
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,8955,735,413,3.854893914,8142,1.3416929706,7982,496,336,2.3895133843,7173,1.4224463265,973,151,44,15.876134806,969,0.7439181287,239,77
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,6705,1080,238,2.8100055514,6182,0.9323267371,5817,706,202,2.1975903482,5296,0.955114919,888,12,0,6.8217389264,886,0.7961120517,374,36
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,15918,2362,1176,10.48905891,14585,2.5914050966,11346,900,689,4.5130893903,10020,2.9654287536,4572,1442,845,25.319187992,4565,1.7704375076,1462,487
2020-2021,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,16127,1848,1187,8.7955826667,12937,2.5869278684,10485,655,456,3.5974513591,7413,2.7466386753,5642,1207,529,18.45570439,5524,2.3726019792,1193,731
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,3957,773,86,1.681706259,3038,0.7467924804,3518,612,76,1.2675743794,2661,0.7681810305,439,5,0,5.0004214123,377,0.5958244916,161,10
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,1289,157,89,4.2537626067,1232,1.9403478986,1282,154,89,3.1800797365,1225,1.9459249433,7,2,2,200.89111111,7,0.9643650794,3,0
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,8486,1538,347,3.4557744455,7857,1.3675360966,6185,935,279,2.6058190066,5743,1.4561491284,2301,62,9,5.7404221594,2114,1.1268054242,603,68
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,10689,1826,425,4.6254667051,9585,1.2773775575,8599,1007,328,2.8673548927,7506,1.3964248231,2090,207,19,11.858961191,2079,0.8475705467,819,97
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,9589,1614,461,4.0073714094,8901,0.94145689,7463,870,361,2.6870511933,6779,1.0497326302,2126,62,0,8.6421549336,2122,0.5955562101,744,100
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,10227,1565,519,4.4856105027,9365,1.0815799075,7969,795,336,2.0472270674,7125,1.148037076,2258,321,140,13.091225027,2240,0.8701927083,770,183
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,11325,1990,565,8.0980641158,10445,1.852357481,7706,718,240,3.9826910488,6842,2.0934472133,3619,898,264,16.860999969,3603,1.39453457,1272,325
2020-2021,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,9947,1133,290,3.4216995632,8516,0.7651048353,8037,664,151,1.813444797,6623,0.8039468938,1910,133,9,10.188999855,1893,0.6292089276,469,139
2020-2021,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,28,1,1,0.8799702381,17,0.3811601307,28,1,1,0.8799702381,17,0.3811601307,0,0,0,,0,,0,0
2020-2021,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,21969,3496,820,4.132138746,20442,0.8827721521,15927,1494,400,1.9209956189,14404,1.0261275417,6042,263,0,9.9608174262,6038,0.5407895366,2002,420
2020-2021,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,29463,5066,1594,5.8429791886,25588,1.3917189915,19238,1606,651,2.8350268854,15384,1.6685679927,10225,839,11,11.502342162,10204,0.9743292391,3460,943
2020-2021,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,24932,4241,872,4.9506779106,21230,0.7952825797,18310,1871,406,2.5945344681,14611,0.8896199021,6622,575,11,11.465475016,6619,0.5870392473,2370,466
2020-2021,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,57292,9919,3755,6.5930172479,49951,0.7067093696,37910,2986,1795,2.3700074519,30574,0.8835551176,19382,3770,419,14.852964692,19377,0.4276733011,6933,1960
2020-2021,12,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,65505,11382,4778,8.399900313,53466,2.095535548,41136,3059,1437,4.2238381358,29148,2.6514924409,24369,4530,326,15.449286571,24318,1.4291554381,8323,3341
2020-2021,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,47250,7555,3684,9.1949600882,43130,1.5950985651,27684,1628,2442,4.462143055,23669,1.9639749485,19566,4450,676,15.891439018,19461,1.1464610275,5927,1242
2020-2021,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,56496,9073,3630,9.7873885614,42405,3.136734557,35333,2762,1169,5.0547906663,21401,4.0935161779,21163,5610,871,17.688767451,21004,2.161868652,6311,2461
2020-2021,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,13873,1616,675,6.9621705231,12433,2.4411760816,11323,861,425,4.2635537549,9887,2.6714544913,2550,715,128,18.945087255,2546,1.5469252422,755,250
2020-2021,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,9965,1121,634,5.183540252,9269,1.6947113137,7141,480,272,2.7321805225,6484,1.7836171088,2824,310,70,11.382251239,2785,1.4877220227,641,362
2020-2021,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,23200,3512,1528,10.41063841,19486,3.5641748919,14800,1248,428,6.1012796547,11167,4.4689290121,8400,2037,393,18.003318122,8319,2.3496792483,2264,1100
2020-2021,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,12938,1689,739,6.975708679,11558,2.3356354906,9685,809,402,4.2847149946,8342,2.5132787568,3253,572,151,14.987474383,3216,1.8748456502,880,337
2020-2021,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,36572,6611,2457,11.036157481,30262,2.2297231034,19620,1421,815,4.8336962708,13337,3.2487133747,16952,4611,965,18.214796517,16925,1.4267527491,5190,1642
2020-2021,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,40829,6512,4469,14.469533889,32334,2.9750945427,22471,1772,1370,5.8065354234,14076,4.0452942953,18358,6434,2837,25.073425301,18258,2.1500243424,4740,3099
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,54325,10061,5221,9.8140197321,38473,2.6774270773,34534,3079,2157,4.1336947404,18696,3.1724793628,19791,6097,1014,19.725815157,19777,2.2094340789,6982,3064
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,46329,7045,3434,9.5350800794,39545,1.863327468,30289,2030,1172,3.8730984112,23554,2.3007315342,16040,4781,1631,20.226835862,15991,1.2190516019,5015,2262
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,36016,6229,2422,8.6274121995,29557,2.1584571525,26021,2429,1243,3.9230593132,19571,2.5519151778,9995,3496,767,20.874732505,9986,1.3873408884,3800,1179
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,42767,7883,2820,11.519846624,34449,2.4433314062,20884,2075,828,4.1102168859,12700,2.9829886264,21883,5796,1990,18.591212864,21749,2.1282067247,5808,1992
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,25036,4099,1405,7.3387236823,22412,1.59723536,15174,1315,396,3.7601829884,12584,2.0687085011,9862,1570,165,12.844784977,9828,0.9935501741,2784,1009
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,32565,5663,2032,12.260930959,27442,2.386799138,20475,1496,613,5.5115620676,15356,3.0942036772,12090,4526,1445,23.691313758,12086,1.4879985337,4167,1419
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,12746,1255,345,5.3425605201,11308,2.2530661675,10513,658,271,3.238883076,9081,1.8631882502,2233,461,53,15.246707842,2227,3.8428647159,597,74
2020-2021,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,29177,5847,2365,13.853398615,26001,1.8794768257,17365,1391,1525,4.330057843,14240,2.5205691128,11812,4316,2413,27.85380604,11761,1.1032542112,4456,840
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,17746,2992,878,5.0102797344,15014,2.0969700132,12617,1142,537,3.1607963902,9912,2.3823343198,5129,89,0,9.5598861593,5102,1.5425735006,1850,341
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,8479,1247,261,3.2831465975,7649,1.4164332665,7361,811,226,2.624097609,6551,1.5278398548,1118,40,2,7.6223770125,1098,0.7517478749,436,35
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,7497,917,207,1.488489544,6750,0.6376151852,7048,795,192,1.213359779,6306,0.6469140501,449,3,0,5.8072302648,444,0.5055461712,122,15
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,13032,1971,442,3.8886523131,11720,1.4912156096,7415,692,256,2.9142600584,6279,1.7261586682,5617,20,2,5.1749472336,5441,1.2200876064,1279,186
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,15378,2429,731,4.4386108221,13704,2.3135996181,11712,1239,435,3.8791238568,10094,2.625659963,3666,42,0,6.226038901,3610,1.4410408587,1190,296
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,11413,1799,329,3.4245829804,10228,1.2112905749,8934,978,169,2.1612129381,7766,1.3765560349,2479,44,0,7.9776075703,2462,0.6899861224,821,160
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,12872,2027,455,3.4323232598,12070,1.3041765626,10332,1028,270,2.5517619209,9547,1.4038087008,2540,3,0,7.0141971785,2523,0.9271698155,999,185
2021-2022,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,29117,4912,1656,4.9872144662,23884,2.0393012989,20937,2036,1026,3.6769180027,15750,2.410829612,8180,206,3,8.3409647175,8134,1.3199048234,2876,630
2021-2022,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,28195,3975,1119,4.581017241,22439,2.190147412,21267,2007,494,3.1364873983,15634,2.3399873495,6928,315,26,9.0153151864,6805,1.8459008899,1968,625
2021-2022,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,46893,7017,2966,7.2237618088,41013,2.0241775982,26343,1935,898,3.267991655,20668,2.616104875,20550,2811,296,12.294654907,20345,1.422852803,5082,2068
2021-2022,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,16466,2509,644,4.2185994204,15010,1.7654229403,13502,1492,305,2.9973331111,12068,1.9014800621,2964,229,50,9.7818712513,2942,1.2073205114,1017,339
2021-2022,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,14617,1915,499,4.9754024994,13279,2.2397035419,11422,919,297,3.5038256338,10119,2.4819782093,3195,206,15,10.23623222,3160,1.4638879219,996,202
2021-2022,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,20008,2751,1391,5.6384578252,18170,2.1421848896,13465,964,420,3.3297982424,11738,2.3460877539,6543,580,114,10.389504942,6432,1.7700748428,1787,971
2021-2022,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,22722,3721,1056,7.0598339593,18608,3.371003511,14418,1209,432,4.4858109847,10517,3.7522719829,8304,638,29,11.529037144,8091,2.8754157569,2512,624
2021-2022,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,68656,5274,6471,7.4319641077,56516,1.7202105009,39945,1022,2027,4.3546765344,27889,2.4799533169,28711,2994,648,11.713328467,28627,0.9800537469,4252,4444
2021-2022,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,53876,8570,6615,9.7506580182,48129,1.5546547646,29956,2562,1456,3.9304453013,24230,2.0746328014,23920,5523,1200,17.03954983,23899,1.0274750571,6008,5159
2021-2022,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,30565,6385,875,7.6936034771,25262,1.8918664617,22194,2645,359,3.505296101,16913,2.2495480958,8371,2294,681,18.798046662,8349,1.1672923238,3740,516
2021-2022,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,36835,7823,1238,9.751688913,30295,1.9423057985,22415,2283,579,4.1184123975,15908,2.6166244098,14420,4154,780,18.508269572,14387,1.1966979256,5540,659
2021-2022,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,16440,4199,816,8.7326284976,15026,1.5547752414,8195,1135,338,3.4777543895,6842,1.7571133359,8245,1357,67,13.95563557,8184,1.3856162431,3064,478
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,24558,1632,356,3.2628422058,18326,1.8063604533,22336,1391,294,3.1117637073,16123,1.8964538582,2222,0,0,4.7815142764,2203,1.1469977808,241,62
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,10323,1739,322,3.9387955159,8513,1.5166812848,8002,968,135,2.4680280624,6198,1.7014744003,2321,82,1,9.0094896836,2315,1.0219306455,771,187
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,13788,1866,339,3.2143203027,11253,1.5515845898,11134,997,211,2.4459067571,8637,1.8069043392,2654,41,0,6.4379512057,2616,0.7086194997,869,128
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,17349,2085,340,3.8639430707,13766,2.0998320944,13750,1066,208,2.9805829293,10222,2.438805898,3599,85,4,7.2388255225,3544,1.1221260503,1019,132
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,15188,1593,275,3.4200025056,11312,1.7783592891,13415,1035,206,2.7984692715,9557,1.9018843954,1773,69,4,8.122691922,1755,1.1056929408,558,69
2021-2022,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,12379,2010,415,5.0763830546,10500,1.7161470635,9928,1156,237,3.1645037884,8053,1.9762318046,2451,310,28,12.820625142,2447,0.8602163647,854,178
2021-2022,12,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,24233,7353,567,7.6600084481,23100,1.7016219336,12388,2405,328,3.8461322337,11275,2.138284676,11845,1000,0,11.648720862,11825,1.2852690862,4948,239
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,18266,2570,470,5.472327077,15343,3.2630434979,15247,1391,332,4.6417731539,12339,3.6997612583,3019,111,7,9.6669132531,3004,1.4692151206,1179,138
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,18473,1852,587,5.1442026501,14776,3.3987483457,15442,872,375,4.0915672804,11806,3.6276439005,3031,226,19,10.50705167,2970,2.488869248,980,212
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,12543,980,235,2.1643506338,10651,1.5086213866,11566,845,210,2.0581289508,9678,1.5650160157,977,0,0,3.4218327078,973,0.9476889917,135,25
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,10039,1517,558,4.9944606313,8823,2.4282372776,7350,734,289,3.6907148526,6181,2.6842045066,2689,78,4,8.5580647494,2642,1.8293979729,783,269
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,31088,5691,2127,6.6999082354,24800,2.4741946685,18508,1473,465,4.0711369558,12328,3.4185323383,12580,933,73,10.567420067,12472,1.5407601917,4218,1662
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,36935,5095,2375,7.4688807289,29126,2.9450469035,23180,1469,921,5.2313467668,15677,3.6549567484,13755,1282,17,11.239584999,13449,2.117531353,3626,1454
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,31225,5174,1860,5.9883104706,25241,2.178645909,18218,1501,443,3.5180348953,12473,2.7183548687,13007,880,22,9.4482536113,12768,1.6514067286,3673,1417
2021-2022,12,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,53781,11342,3383,10.216291973,40759,3.2971387028,29601,2377,1044,5.3623135855,16866,4.8626917072,24180,5798,478,16.158500999,23893,2.1920193385,8965,2339
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,12419,1887,444,6.5821420583,10551,3.4395148169,9824,1020,286,4.9882750294,7968,3.7336596386,2595,326,36,12.616111111,2583,2.532141244,867,158
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,13177,1084,385,2.9220569511,11433,1.8424979591,10101,556,266,2.3773607399,8438,1.8066587001,3076,33,4,4.7107358944,2995,1.9434701354,528,119
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,18881,3734,683,6.4863701899,16053,2.6391969829,12996,1469,342,3.9063593285,10273,2.973928556,5885,815,134,12.183875909,5780,2.0442666282,2265,341
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,14225,1528,452,4.9957566881,11504,3.3082097048,12574,983,365,4.3143515941,9864,3.5339416058,1651,110,20,10.185331281,1640,1.9505149051,545,87
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,41309,5183,1019,8.0203890193,35996,2.2880639516,21990,915,430,5.1997794452,16686,3.5915787686,19319,2063,95,11.230969512,19310,1.1616813395,4268,589
2021-2022,12,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,42553,7833,5217,9.9195834215,36012,2.4629081973,20127,1683,1128,4.7517132873,13630,3.7009867938,22426,4112,927,14.557669669,22382,1.7089536234,6150,4089
